Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Rate
Post_1660,tiktok,#fashion,post,usa,2757275,266710,2008,36425,medium,0.1106683228912604
Post_1661,tiktok,#viral,reel,canada,461093,115868,97631,836,high,0.464841149182486
Post_1662,youtube,#comedy,live stream,canada,416498,230768,35649,8638,low,0.6603993296486418
Post_1663,tiktok,#music,live stream,india,1596995,92047,65455,20030,high,0.1111662841774708
Post_1664,youtube,#gaming,tweet,uk,3246135,189814,23788,20762,medium,0.0721978599164853
Post_1665,youtube,#comedy,live stream,usa,3397373,17460,39861,45560,low,0.030282515343472736
Post_1666,youtube,#viral,shorts,japan,3774978,160349,37878,9591,high,0.055051446657437476
Post_1667,tiktok,#education,tweet,germany,3520604,419822,8728,16207,low,0.12632974341902697
Post_1668,tiktok,#education,shorts,canada,295569,56857,20351,49993,medium,0.43035974679347294
Post_1669,twitter,#tech,tweet,japan,2291471,412417,47074,31750,low,0.21437801307544369
Post_1670,instagram,#challenge,video,india,1087661,285688,15615,4887,medium,0.28151234621816906
Post_1671,tiktok,#music,tweet,uk,3789362,458702,42111,33414,low,0.14098072445968476
Post_1672,instagram,#challenge,live stream,germany,3925001,142073,88617,35526,low,0.06782571520363943
Post_1673,twitter,#viral,live stream,japan,3287268,123865,8497,48466,medium,0.05500859680439806
Post_1674,instagram,#fashion,tweet,usa,4330176,205339,6335,41452,low,0.05845628445587431
Post_1675,tiktok,#music,shorts,uk,1558806,207879,41122,49288,high,0.19135735941483417
Post_1676,instagram,#education,reel,brazil,4975345,155558,52987,25353,medium,0.047011413278878145
Post_1677,instagram,#fitness,post,brazil,3675490,253771,62578,7498,low,0.08810988466843876
Post_1678,tiktok,#viral,reel,japan,2003412,429878,23965,46480,medium,0.24973545132004799
Post_1679,twitter,#fashion,post,brazil,3802564,304493,39002,2143,medium,0.09089603751573938
Post_1680,tiktok,#gaming,post,germany,3407613,330611,3262,15630,low,0.10256534412798636
Post_1681,youtube,#challenge,tweet,canada,240061,499517,73285,47847,high,2.585380382486118
Post_1682,instagram,#education,tweet,japan,1582423,386088,53051,35424,low,0.29989642466015726
Post_1683,twitter,#fashion,video,usa,526876,184751,83234,31673,high,0.5687448280050714
Post_1684,twitter,#gaming,video,india,4817464,309479,60716,22878,low,0.08159334454808588
Post_1685,youtube,#comedy,post,india,676397,5615,87186,1127,low,0.13886519307448142
Post_1686,tiktok,#music,video,india,2417845,324783,8835,5058,low,0.14007349519923734
Post_1687,tiktok,#dance,live stream,australia,2279763,12478,72990,25143,medium,0.04851863987616257
Post_1688,twitter,#fitness,live stream,india,3343066,210608,21075,3469,high,0.07034022062382256
Post_1689,tiktok,#viral,live stream,usa,1190006,239797,12358,35109,low,0.2413971021994847
Post_1690,instagram,#music,reel,usa,3237142,326165,92290,9091,high,0.1320751452979202
Post_1691,tiktok,#challenge,post,india,4830941,381524,86156,26172,low,0.1022268746399511
Post_1692,instagram,#comedy,tweet,germany,1586264,161483,51284,11309,low,0.14126021897994281
Post_1693,tiktok,#challenge,post,uk,2948962,477735,81979,8202,medium,0.19258166093696696
Post_1694,twitter,#tech,post,germany,2684984,50716,76232,49764,high,0.06581491733284071
Post_1695,youtube,#viral,post,germany,1482566,354126,63810,39991,high,0.30887461333930494
Post_1696,twitter,#challenge,reel,australia,4157917,384684,52501,27924,medium,0.111861059275594
Post_1697,tiktok,#fashion,tweet,uk,592935,98617,56477,11679,medium,0.28126691795896686
Post_1698,tiktok,#challenge,post,india,933613,305356,62697,4288,low,0.3988172829641404
Post_1699,youtube,#fitness,video,usa,1777184,64483,44743,32481,low,0.07973681959774565
Post_1700,twitter,#fashion,shorts,japan,2469353,451890,14407,35509,high,0.20321355431969426
Post_1701,youtube,#education,shorts,usa,218047,233078,19910,28027,high,1.288781776406004
Post_1702,tiktok,#challenge,live stream,india,4348314,230560,3067,48962,low,0.06498817702677405
Post_1703,tiktok,#dance,shorts,japan,2868762,109444,83287,38867,medium,0.08073099127777068
Post_1704,tiktok,#comedy,post,australia,28489,444994,57777,15240,high,18.18284250061427
Post_1705,instagram,#viral,live stream,germany,3470216,158438,3224,37495,low,0.05739037569995643
Post_1706,youtube,#music,video,usa,2546025,61904,25135,39292,medium,0.04961891576084288
Post_1707,instagram,#gaming,shorts,india,4510453,78761,81693,35386,high,0.043419142157118146
Post_1708,tiktok,#viral,shorts,uk,881991,53251,64414,3514,low,0.13739255842746695
Post_1709,youtube,#dance,tweet,japan,2324138,2092,83576,5162,low,0.03908115611035145
Post_1710,tiktok,#comedy,shorts,canada,1882409,24262,55206,31018,medium,0.05869393952111364
Post_1711,youtube,#viral,tweet,australia,1239705,50435,14795,8352,low,0.059354443194147
Post_1712,instagram,#education,live stream,canada,4431420,316236,20710,28465,high,0.08245912145542512
Post_1713,tiktok,#fashion,live stream,uk,1290722,166513,58572,11367,high,0.1831935924234653
Post_1714,twitter,#challenge,video,usa,3228275,113917,75531,36656,low,0.07003864292849897
Post_1715,tiktok,#gaming,shorts,japan,2527623,148521,43818,33457,low,0.08933135993777554
Post_1716,instagram,#challenge,live stream,canada,4986208,327244,16672,27570,medium,0.07450270827049332
Post_1717,twitter,#gaming,video,india,3600830,286882,82806,18415,low,0.10778153925622704
Post_1718,youtube,#viral,reel,usa,2686077,437233,38768,18367,high,0.1840483351743081
Post_1719,youtube,#viral,reel,australia,3717495,477018,50628,6831,medium,0.1437734280745502
Post_1720,twitter,#viral,video,india,4481057,435510,25727,7182,low,0.10453314921010824
Post_1721,youtube,#comedy,shorts,australia,3998581,15720,20570,27906,high,0.016054695403194284
Post_1722,instagram,#challenge,tweet,brazil,973433,191321,5664,41928,medium,0.24543342993303083
Post_1723,youtube,#tech,shorts,india,3821922,425847,50387,18851,low,0.12953822710144267
Post_1724,twitter,#dance,video,brazil,4301015,146849,20372,37300,high,0.04755179881958096
Post_1725,instagram,#gaming,shorts,india,4798066,375356,7649,17000,low,0.08336796534270266
Post_1726,instagram,#music,reel,germany,141212,41508,96422,16803,high,1.095749653003994
Post_1727,instagram,#music,video,australia,4432570,202923,40150,18413,medium,0.05899196177386933
Post_1728,youtube,#gaming,post,india,2592310,268149,6000,28800,high,0.11686449537285279
Post_1729,instagram,#gaming,video,germany,2717115,79019,55167,42735,medium,0.06511354874563646
Post_1730,youtube,#dance,live stream,canada,2075584,162238,444,11401,low,0.0838718163177207
Post_1731,twitter,#education,tweet,uk,3172236,294917,58118,23149,high,0.1185863851239315
Post_1732,twitter,#fitness,reel,australia,2368193,171217,24221,16695,low,0.08957589182976218
Post_1733,instagram,#challenge,video,australia,4039664,215178,17518,34782,medium,0.06621293256072783
Post_1734,youtube,#gaming,shorts,india,2598420,304484,19829,19545,low,0.13233349497002025
Post_1735,tiktok,#music,reel,canada,2332745,40568,23894,29224,high,0.04016126923431408
Post_1736,youtube,#dance,post,india,770227,299966,67551,7360,high,0.48670976218699163
Post_1737,twitter,#education,reel,india,2805428,266431,48212,43658,low,0.1277170542248812
Post_1738,instagram,#dance,tweet,usa,2536643,205972,96758,48582,low,0.1384948532371327
Post_1739,youtube,#gaming,live stream,australia,51815,14220,88469,23486,high,2.4351056643829008
Post_1740,youtube,#fashion,video,usa,4817560,335811,91403,46079,low,0.09824330158835592
Post_1741,twitter,#fashion,reel,brazil,1690909,344166,38801,49469,medium,0.2557417341796631
Post_1742,tiktok,#viral,video,usa,4921272,345751,48526,28348,medium,0.08587718784899513
Post_1743,tiktok,#dance,video,brazil,4098173,91022,62312,33968,low,0.04570378068470999
Post_1744,instagram,#comedy,shorts,brazil,336698,348443,1797,2675,medium,1.0481648242638804
Post_1745,twitter,#tech,reel,usa,4379236,485559,59926,7507,low,0.12627590748705939
Post_1746,tiktok,#education,tweet,india,1213903,313955,54987,27784,medium,0.32681853492412494
Post_1747,twitter,#education,post,canada,2121520,204206,17380,21689,low,0.1146701421622233
Post_1748,twitter,#gaming,video,japan,4143188,47437,53378,21394,high,0.029496368496915903
Post_1749,youtube,#tech,live stream,germany,502571,222460,43807,47455,high,0.6242341878063
Post_1750,youtube,#fashion,live stream,germany,3301819,219535,69694,1274,low,0.08798271498225675
Post_1751,tiktok,#challenge,live stream,uk,153188,185171,99287,27548,medium,2.036752226022926
Post_1752,twitter,#tech,video,canada,4070958,301070,66175,32605,medium,0.09822012410837941
Post_1753,youtube,#challenge,tweet,brazil,248786,265311,3531,23777,high,1.1761875668244999
Post_1754,instagram,#challenge,video,usa,1984433,210428,28342,5355,medium,0.12302002637529208
Post_1755,youtube,#comedy,shorts,germany,3640508,370123,1262,2622,low,0.10273483810501172
Post_1756,youtube,#fitness,live stream,usa,3150317,265173,11352,30489,low,0.09745495453314698
Post_1757,tiktok,#challenge,post,japan,3678968,65840,37210,5897,high,0.029613467689852156
Post_1758,twitter,#gaming,shorts,canada,2872626,288603,83247,9082,medium,0.13260758622946392
Post_1759,youtube,#fashion,tweet,india,1136605,225684,16605,46318,low,0.25392022734371217
Post_1760,twitter,#comedy,tweet,india,3683380,60476,10992,43278,high,0.03115236549039198
Post_1761,tiktok,#comedy,post,germany,4554044,144825,45930,8774,low,0.04381358634216095
Post_1762,youtube,#fitness,live stream,uk,2328409,278174,1846,648,low,0.12054067820559017
Post_1763,youtube,#comedy,video,canada,2790322,179192,68128,12943,high,0.09327346449621227
Post_1764,youtube,#viral,video,uk,2322882,29085,62256,39359,low,0.0562663105573163
Post_1765,tiktok,#dance,post,australia,3833488,410851,36575,18180,high,0.12145753423514043
Post_1766,instagram,#challenge,live stream,germany,1876071,259700,34498,9001,high,0.16161381951962372
Post_1767,twitter,#challenge,post,usa,1712244,62154,17276,37377,low,0.06821866509679696
Post_1768,tiktok,#gaming,reel,india,2139923,287553,50271,26407,low,0.1702075261586515
Post_1769,instagram,#challenge,tweet,germany,3656215,348583,16646,48049,high,0.11303438118381988
Post_1770,twitter,#fashion,live stream,japan,3241892,359553,36033,22903,high,0.12908789065150844
Post_1771,youtube,#education,reel,uk,4972204,70410,10979,34122,high,0.02323134770817931
Post_1772,instagram,#music,shorts,usa,1750615,413287,91905,18325,low,0.29904747760072886
Post_1773,twitter,#comedy,live stream,germany,1155502,421577,53062,23820,high,0.43137874274557725
Post_1774,twitter,#viral,tweet,germany,2397678,418390,10658,16153,low,0.18568006212677432
Post_1775,youtube,#fitness,post,germany,4424982,473087,70529,6195,medium,0.12425157887647904
Post_1776,instagram,#gaming,reel,germany,898361,447804,83016,38408,low,0.633629465214986
Post_1777,youtube,#gaming,post,japan,4500674,12522,23287,37281,low,0.016239789862585025
Post_1778,instagram,#fashion,post,canada,194757,207872,13510,3589,medium,1.1551369142059078
Post_1779,instagram,#fashion,tweet,germany,438881,24059,8038,11310,high,0.0989038030810174
Post_1780,tiktok,#gaming,shorts,india,1753799,100757,89855,19963,medium,0.12006792112437058
Post_1781,twitter,#comedy,video,usa,286519,493538,16285,39834,high,1.9183963367176349
Post_1782,youtube,#challenge,tweet,india,3018214,300016,27155,10136,medium,0.11175715174603258
Post_1783,tiktok,#tech,live stream,canada,2478731,10393,40195,18394,medium,0.02782956278837841
Post_1784,tiktok,#fashion,video,uk,998802,15176,95015,47750,low,0.1581304402674404
Post_1785,twitter,#music,tweet,japan,1019654,113693,84132,39202,medium,0.23245826525468444
Post_1786,twitter,#dance,live stream,uk,4901437,184487,53526,26660,low,0.05399906190776297
Post_1787,instagram,#viral,reel,india,2763725,53379,35169,6483,medium,0.03438511429320935
Post_1788,twitter,#comedy,live stream,germany,3197856,290226,21343,32394,medium,0.10756050303703481
Post_1789,instagram,#challenge,reel,india,3429630,163927,73040,10283,medium,0.07209232482804268
Post_1790,youtube,#fashion,shorts,japan,522517,264048,81370,35137,medium,0.7283112319790552
Post_1791,instagram,#fitness,reel,usa,168561,82166,65838,18714,high,0.9890662727439918
Post_1792,instagram,#tech,tweet,japan,3070332,34145,25996,24504,medium,0.0275686798691477
Post_1793,tiktok,#fashion,tweet,uk,1345733,200806,25914,23500,medium,0.18593584314273337
Post_1794,twitter,#comedy,live stream,japan,564496,212366,38889,8425,low,0.4600209744621751
Post_1795,youtube,#challenge,shorts,canada,2459556,105917,66293,2828,medium,0.07116650322253285
Post_1796,tiktok,#comedy,video,australia,3929151,111838,69221,43570,high,0.05716985679603558
Post_1797,instagram,#education,shorts,brazil,3198439,108162,26927,16486,high,0.0473903050831984
Post_1798,instagram,#gaming,live stream,japan,1144375,451097,98397,2912,low,0.4827141452758056
Post_1799,youtube,#tech,tweet,uk,4217172,258038,5572,25183,low,0.0684802516947376
Post_1800,twitter,#gaming,reel,india,180669,7280,64009,29302,low,0.5567695620167267
Post_1801,youtube,#education,live stream,canada,2152110,456511,79661,1371,high,0.24977487210226243
Post_1802,youtube,#dance,reel,india,3349574,467084,93624,20110,high,0.17340055780227576
Post_1803,youtube,#tech,shorts,australia,2082007,190921,58478,48329,low,0.1430004798254761
Post_1804,instagram,#viral,reel,india,3814814,395537,75050,32906,high,0.13198363013242587
Post_1805,youtube,#challenge,live stream,australia,4687019,208163,10461,25665,medium,0.052120334907966026
Post_1806,tiktok,#tech,shorts,germany,4166522,257433,36087,23361,low,0.07605408059767835
Post_1807,twitter,#gaming,reel,brazil,4069431,39427,57084,12631,high,0.026819965739682036
Post_1808,instagram,#education,post,japan,337040,430802,63240,5638,low,1.482553999525279
Post_1809,youtube,#fitness,tweet,usa,3376862,256792,32295,36817,low,0.0965109027256666
Post_1810,tiktok,#fitness,post,canada,2282731,406474,94993,28457,high,0.23214474241599206
Post_1811,tiktok,#challenge,post,japan,4033416,205717,90647,33681,high,0.0818276617140409
Post_1812,twitter,#gaming,video,germany,1112312,363750,80345,19382,low,0.41667895338717914
Post_1813,instagram,#comedy,post,uk,1201764,142790,37404,42934,medium,0.1856670694079703
Post_1814,youtube,#fashion,video,germany,2410258,276044,18080,4973,high,0.1240933543214046
Post_1815,twitter,#fitness,post,australia,4273890,457777,53428,36657,high,0.1281881377386877
Post_1816,tiktok,#education,shorts,brazil,4524809,54594,90263,45323,medium,0.042030503386993795
Post_1817,youtube,#dance,shorts,brazil,3347556,499143,71117,26750,high,0.17834205014046067
Post_1818,instagram,#music,live stream,australia,4638513,226807,91716,9225,low,0.07065798888566228
Post_1819,youtube,#comedy,reel,usa,1203677,367652,3301,35773,medium,0.33790294240066066
Post_1820,twitter,#viral,post,brazil,3445868,185241,98935,32088,high,0.09178064859129834
Post_1821,youtube,#fitness,tweet,australia,4430105,374616,59305,38022,medium,0.10653088357950884
Post_1822,instagram,#fitness,post,uk,3927149,204604,48798,45548,high,0.07612392603387343
Post_1823,instagram,#comedy,shorts,canada,1377720,464859,14355,4959,medium,0.3514306245100601
Post_1824,youtube,#fitness,reel,usa,1910857,341639,81369,41098,medium,0.2428784571529947
Post_1825,youtube,#gaming,reel,australia,4970299,427690,66709,10014,high,0.10148544383345952
Post_1826,twitter,#education,video,japan,1396001,435655,66081,15038,high,0.37018168325094325
Post_1827,instagram,#fitness,post,japan,1598314,404896,69137,28060,medium,0.314139149128394
Post_1828,instagram,#fitness,video,india,784996,495718,72882,33474,low,0.7669771565714985
Post_1829,youtube,#education,live stream,germany,1375599,297534,38448,25016,medium,0.2624296760901978
Post_1830,tiktok,#viral,live stream,canada,3362238,278723,94008,22654,medium,0.1175957799537094
Post_1831,instagram,#challenge,video,usa,3888420,106266,41933,5458,low,0.039516564568642276
Post_1832,twitter,#tech,live stream,australia,3825393,449057,58906,5707,low,0.13427901394706374
Post_1833,tiktok,#tech,shorts,usa,2928219,484249,4371,32276,medium,0.17788833417172692
Post_1834,youtube,#tech,shorts,brazil,506301,229389,85327,31817,low,0.6844406785686775
Post_1835,youtube,#dance,tweet,australia,21300,339452,57791,30571,high,20.085164319248825
Post_1836,youtube,#comedy,tweet,australia,3759712,127592,51493,37036,high,0.05748339234494557
Post_1837,twitter,#music,reel,australia,4838364,341314,61,13939,medium,0.07343680632544389
Post_1838,youtube,#viral,video,canada,332886,473224,57891,14749,medium,1.639792601671443
Post_1839,twitter,#challenge,tweet,brazil,902229,166118,61721,35192,medium,0.2915346325600263
Post_1840,youtube,#fashion,live stream,usa,3959547,305095,29410,45864,high,0.0960637668905054
Post_1841,twitter,#challenge,live stream,japan,635761,432146,27237,43941,high,0.7916874422935662
Post_1842,instagram,#music,reel,india,4997766,113205,99750,26950,low,0.048002447493540115
Post_1843,instagram,#dance,live stream,canada,1715056,386316,69991,15257,high,0.27495545334962823
Post_1844,youtube,#dance,post,usa,2856804,48734,34691,24234,low,0.037685119455167386
